group_1086,SM_b21266,Sinme_4934,SinmeB_3893
group_1087,SM_b21274,Sinme_4927,SinmeB_3886
group_1088,SM_b21277,Sinme_4924,SinmeB_3883
adeC2-1,SM_b21278,Sinme_4923,SinmeB_3882
group_1090,SM_b21280,Sinme_4921,SinmeB_3880
group_1091,SM_b21289,Sinme_4912,SinmeB_3871
group_1092,SM_b21295,Sinme_4906,SinmeB_3865
pbpC-1,SM_b21297,Sinme_4904,SinmeB_3863
deoR-1,SM_b21299,Sinme_4902,SinmeB_3861
merA2-1,SM_b21143,Sinme_4895,SinmeB_3855
group_1096,SM_b21145,Sinme_4893,SinmeB_3853
group_1097,SM_b21153,Sinme_4885,SinmeB_3844
group_1098,SM_b21154,Sinme_4884,SinmeB_3843
group_1099,SM_b21155,Sinme_4883,SinmeB_3842
hutI-1,SM_b21166,Sinme_4872,SinmeB_3831
group_1101,SM_b21169,Sinme_4868,SinmeB_3827
group_1102,SM_b21179,Sinme_4859,SinmeB_3818
group_1103,SM_b21190,Sinme_4848,SinmeB_3807
group_1104,SM_b21208,Sinme_4832,SinmeB_3791
group_1105,SM_b21211,Sinme_4829,SinmeB_3788
orf24-1,SM_b21214,Sinme_4826,SinmeB_3785
wgdB-1,SM_b21315,Sinme_4816,SinmeB_3775
wggR-1,SM_b21317,Sinme_4814,SinmeB_3773
wgaF-1,SM_b21323,Sinme_4808,SinmeB_3767
group_1110,SM_b21336,Sinme_4795,SinmeB_3754
group_1111,SM_b21338,Sinme_4793,SinmeB_3752
group_1112,SM_b21346,Sinme_4786,SinmeB_3745
group_1113,SM_b21352,Sinme_4780,SinmeB_3739
group_1115,SM_b21363,Sinme_4770,SinmeB_3729
group_1116,SM_b21365,Sinme_4768,SinmeB_3727
group_1117,SM_b21372,Sinme_4761,SinmeB_3720
group_1118,SM_b21379,Sinme_4754,SinmeB_3713
group_1119,SM_b21533,Sinme_4738,SinmeB_3697
group_1120,SM_b21537,Sinme_4734,SinmeB_3693
group_1121,SM_b21541,Sinme_4730,SinmeB_3689
group_1122,SM_b21548,Sinme_4724,SinmeB_3683
group_1123,SM_b21550,Sinme_4722,SinmeB_3681
aacC4-1,SM_b21552,Sinme_4720,SinmeB_3679
group_1125,SM_b21563,Sinme_4709,SinmeB_3668
group_1127,SM_b21582,Sinme_4690,SinmeB_3649
group_1128,SM_b21583,Sinme_4689,SinmeB_3648
group_1129,SM_b20931,Sinme_4658,SinmeB_3614
exoZ-1,SM_b20943,Sinme_4647,SinmeB_3603
exoF1-1,SM_b20945,Sinme_4645,SinmeB_3601
exoU-1,SM_b20948,Sinme_4642,SinmeB_3598
exoI-1,SM_b20951,Sinme_4638,SinmeB_3594
lacZ2-1,SM_b20966,Sinme_4624,SinmeB_3581
group_1135,SM_b20968,Sinme_4622,SinmeB_3579
group_1136,SM_b20972,Sinme_4618,SinmeB_3575
group_1137,SM_b20974,Sinme_4616,SinmeB_3573
group_1138,SM_b20975,Sinme_4615,SinmeB_3572
group_1139,SM_b20987,Sinme_4605,SinmeB_3562
nfeD-1,SM_b20990,Sinme_4602,SinmeB_3559
group_1141,SM_b20991,Sinme_4601,SinmeB_3558
group_1142,SM_b21000,Sinme_4592,SinmeB_3549
group_1143,SM_b21004,Sinme_4588,SinmeB_3545
group_1144,SM_b21006,Sinme_4586,SinmeB_3543
group_1145,SM_b21008,Sinme_4584,SinmeB_3541
group_1147,SM_b20866,Sinme_4559,SinmeB_3515
group_1148,SM_b20870,Sinme_4554,SinmeB_3511
group_1149,SM_b20872,Sinme_4552,SinmeB_3509
araB-1,SM_b20894,Sinme_4530,SinmeB_3483
gbpR-1,SM_b20896,Sinme_4528,SinmeB_3481
group_1153,SM_b20898,Sinme_4526,SinmeB_3479
group_1157,SM_b21683,Sinme_4498,SinmeB_5001
group_1159,SM_b21410,Sinme_4487,SinmeB_4987
group_116,SMc02904,Sinme_3556,SinmeB_3333
group_1160,SM_b21413,Sinme_4484,SinmeB_4984
ddhB-1,SM_b21417,Sinme_4480,SinmeB_4980
group_1162,SM_b21426,Sinme_4472,SinmeB_4970
group_1163,SM_b21433,Sinme_4466,SinmeB_4964
group_1164,SM_b21439,Sinme_4465,SinmeB_4958
group_1166,SM_b21444,Sinme_4459,SinmeB_4953
group_1167,SM_b21445,Sinme_4458,SinmeB_4952
group_1168,SM_b21448,Sinme_4455,SinmeB_4949
group_117,SMc00368,Sinme_3618,SinmeB_3395
group_1170,SM_b21450,Sinme_4453,SinmeB_4947
group_1171,SM_b21454,Sinme_4449,SinmeB_4943
group_1172,SM_b21460,Sinme_4444,SinmeB_4938
group_1173,SM_b21463,Sinme_4441,SinmeB_4935
group_1174,SM_b21469,Sinme_4435,SinmeB_4929
group_1175,SM_b21474,Sinme_4430,SinmeB_4924
group_1176,SM_b21476,Sinme_4871,SinmeB_3830
group_1178,SM_b21479,Sinme_4427,SinmeB_4921
group_1179,SM_b21482,Sinme_4424,SinmeB_4918
cyoD-1,SM_b22024,Sinme_4415,SinmeB_4909
group_1181,SM_b21490,Sinme_4414,SinmeB_4908
group_1182,SM_b21492,Sinme_4412,SinmeB_4906
group_1183,SM_b21689,Sinme_4409,SinmeB_4903
group_1184,SM_b21503,Sinme_4401,SinmeB_4895
group_1185,SM_b21506,Sinme_4398,SinmeB_4892
group_1186,SM_b21518,Sinme_4388,SinmeB_4881
group_1187,SM_b21519,Sinme_4387,SinmeB_4880
group_1188,SM_b21521,Sinme_4385,SinmeB_4878
group_1189,SM_b20654,Sinme_4374,SinmeB_4866
group_1190,SM_b20656,Sinme_4372,SinmeB_4864
group_1191,SM_b20664,Sinme_4364,SinmeB_4856
group_1192,SM_b20676,Sinme_4352,SinmeB_4844
group_1193,SM_b20688,Sinme_4340,SinmeB_4832
group_1194,SM_b20698,Sinme_4331,SinmeB_4823
group_1195,SM_b20702,Sinme_4327,SinmeB_4819
group_1196,SM_b20703,Sinme_4326,SinmeB_4818
group_1197,SM_b20727,Sinme_4300,SinmeB_4793
group_1198,SM_b20752,Sinme_4290,SinmeB_4783
group_1199,SM_b20754,Sinme_4288,SinmeB_4781
group_12,SM_b20922,Sinme_0836,SinmeB_1668
cyaK-1,SM_b20776,Sinme_4267,SinmeB_4760
group_1201,SM_b20784,Sinme_4266,SinmeB_4759
group_1202,SM_b20786,Sinme_4264,SinmeB_4757
group_1203,SM_b20568,Sinme_4262,SinmeB_4755
pcaG-1,SM_b20576,Sinme_4254,SinmeB_4747
group_1205,SM_b20584,Sinme_4245,SinmeB_4739
amcY-1,SM_b20594,Sinme_4236,SinmeB_4730
group_1207,SM_b20600,Sinme_4231,SinmeB_4725
group_1208,SM_b21707,Sinme_4230,SinmeB_4724
dctA-1,SM_b20611,Sinme_4220,SinmeB_4711
dctB-1,SM_b20612,Sinme_4219,SinmeB_4710
thiE-1,SM_b20618,Sinme_4212,SinmeB_4703
group_1213,SM_b20628,Sinme_4203,SinmeB_4699
group_1214,SM_b20629,Sinme_4202,SinmeB_4698
paaC-1,SM_b21638,Sinme_4187,SinmeB_4683
group_1216,SMc01710,Sinme_0093,SinmeB_0089
group_122,SMc01706,Sinme_0097,SinmeB_0094
group_1228,SMc01762,Sinme_0997,SinmeB_0826
group_123,SMc02145,Sinme_0155,SinmeB_0131
dnaS-1,SMc00461,Sinme_3675,SinmeB_3451
group_1246,SM_b20461,Sinme_3723,SinmeB_4219
group_1247,SM_b20389,Sinme_3789,SinmeB_4285
group_1248,SM_b20291,Sinme_3881,SinmeB_4378
group_125,SMc02230,Sinme_0179,SinmeB_0155
group_1250,SM_b20158,Sinme_4009,SinmeB_4506
gst11-1,SMc00916,Sinme_0499,SinmeB_0403
group_129,SMc00039,Sinme_0670,SinmeB_0574
group_130,SMc00112,Sinme_0693,SinmeB_0597
group_132,SMc00067,Sinme_0729,SinmeB_0637
group_133,SMc00559,Sinme_0925,SinmeB_0753
group_134,SMc00612,Sinme_0978,SinmeB_0807
group_136,SMc01358,Sinme_1102,SinmeB_0933
group_137,SMc04865,Sinme_1254,SinmeB_1083
group_138,SMc01216,Sinme_1470,SinmeB_1243
group_142,SMc00540,Sinme_1647,SinmeB_1492
group_143,SMc00491,Sinme_1680,SinmeB_1525
group_144,SMc00141,Sinme_1773,SinmeB_1618
group_145,SMc04232,Sinme_1807,SinmeB_1653
group_146,SMc04236,Sinme_1877,SinmeB_1718
group_147,SMc04357,Sinme_2050,SinmeB_1894
group_148,SMc01420,Sinme_2081,SinmeB_1925
group_150,SMc01749,Sinme_2282,SinmeB_2126
group_152,SMc01572,Sinme_2369,SinmeB_2151
group_156,SMc03142,Sinme_3007,SinmeB_2781
group_168,SMc03899,Sinme_3274,SinmeB_3049
group_169,SMa0017,Sinme_5498,SinmeB_5395
group_17,SMa0753,Sinme_6507,SinmeB_5945
group_170,SMa5000,Sinme_5497,SinmeB_5396
group_171,SMa0026,Sinme_5489,SinmeB_5403
group_172,SMa0056,Sinme_5478,SinmeB_5422
group_173,SMa0089,Sinme_5458,SinmeB_5442
group_174,SMa0151,Sinme_5418,SinmeB_5482
group_176,SMa0287,Sinme_5341,SinmeB_5561
group_177,SMa5017,Sinme_6601,SinmeB_6526
group_179,SMa0355,Sinme_6590,SinmeB_6514
group_180,SMa0357,Sinme_6585,SinmeB_6508
group_182,SMa0450,Sinme_5287,SinmeB_6566
group_187,SMa0575,Sinme_6566,SinmeB_6548
group_19,SMa0758,Sinme_6394,SinmeB_5983
fixQ2-1,SMa0767,Sinme_6388,SinmeB_5990
fixP2-1,SMa0769,Sinme_6387,SinmeB_5991
nifA-1,SMa0815,Sinme_6358,SinmeB_6024
group_199,SMa0907,Sinme_5796,SinmeB_6084
group_200,SMa0909,Sinme_5798,SinmeB_6085
traD-1,SMa0930,Sinme_5809,SinmeB_6095
napB-1,SMa1233,Sinme_5890,SinmeB_6177
group_203,SMa1355,Sinme_5930,SinmeB_6249
etfA2-1,SMa1389,Sinme_5954,SinmeB_6273
group_206,SMa5009,Sinme_6002,SinmeB_6322
group_210,SMa1593,Sinme_6064,SinmeB_6383
msrA3-1,SMa1896,Sinme_6267,SinmeB_5105
group_215,SMa1902,Sinme_6270,SinmeB_5108
group_219,SMa2089,Sinme_6818,SinmeB_5644
group_223,SMa2259,Sinme_5569,SinmeB_5304
group_224,SMa2309,Sinme_5552,SinmeB_5331
group_225,SMa2311,Sinme_5551,SinmeB_5332
group_226,SMa2315,Sinme_5549,SinmeB_5334
kdpC-1,SMa2329,Sinme_5542,SinmeB_5341
kdpA-1,SMa2333,Sinme_5540,SinmeB_5343
group_230,SMa5013,Sinme_5536,SinmeB_5357
group_231,SMa2363,Sinme_5525,SinmeB_5368
group_232,SMa2383,Sinme_5514,SinmeB_5379
group_233,SMa2387,Sinme_5512,SinmeB_5382
group_234,SM_b20006,Sinme_4164,SinmeB_4660
group_236,SM_b20032,Sinme_4138,SinmeB_4634
group_237,SM_b20064,Sinme_4104,SinmeB_4602
group_238,SM_b20074,Sinme_4094,SinmeB_4591
group_239,SM_b20090,Sinme_4077,SinmeB_4574
group_240,SM_b20096,Sinme_4071,SinmeB_4568
group_241,SM_b20182,Sinme_3983,SinmeB_4480
group_242,SM_b22002,Sinme_3951,SinmeB_4448
group_244,SM_b20298,Sinme_3874,SinmeB_4371
group_248,SM_b20322,Sinme_3857,SinmeB_4354
group_249,SM_b20334,Sinme_3846,SinmeB_4341
group_250,SM_b20385,Sinme_3793,SinmeB_4289
group_251,SM_b20411,Sinme_3767,SinmeB_4263
group_253,SM_b20474,Sinme_3717,SinmeB_4212
group_254,SM_b20514,Sinme_6571,SinmeB_4170
group_255,SM_b20515,Sinme_5253,SinmeB_4169
group_256,SM_b20527,Sinme_5246,SinmeB_4161
group_258,SM_b20528,Sinme_5245,SinmeB_4160
group_260,SM_b20529,Sinme_5244,SinmeB_4159
rpoE7-1,SM_b20531,Sinme_5242,SinmeB_4157
group_264,SM_b20533,Sinme_5240,SinmeB_4155
group_265,SM_b20546,Sinme_5230,SinmeB_4145
group_266,SM_b20548,Sinme_5228,SinmeB_4142
group_267,SM_b20556,Sinme_5217,SinmeB_4132
group_268,SM_b20557,Sinme_5215,SinmeB_4128
group_269,SM_b20560,Sinme_5212,SinmeB_4125
group_270,SM_b20562,Sinme_5210,SinmeB_4123
group_271,SM_b20808,Sinme_5203,SinmeB_4116
group_272,SM_b20812,Sinme_5199,SinmeB_4112
mocD-1,SM_b20818,Sinme_5133,SinmeB_4107
mocF-1,SM_b20820,Sinme_5131,SinmeB_4105
rkpT2-1,SM_b20822,Sinme_5128,SinmeB_4103
rkpR OR kpsE-1,SM_b20831,Sinme_5124,SinmeB_4085
kpsT OR rkpS-1,SM_b20832,Sinme_5123,SinmeB_4084
rkpZ1-1,SM_b20834,Sinme_5109,SinmeB_4082
group_284,SM_b21013,Sinme_5086,SinmeB_4073
group_286,SM_b21015,Sinme_5084,SinmeB_4071
group_287,SM_b21017,Sinme_5082,SinmeB_4069
group_288,SM_b21022,Sinme_5078,SinmeB_4065
group_289,SM_b21030,Sinme_5069,SinmeB_4056
group_290,SM_b21036,Sinme_5064,SinmeB_4051
group_291,SM_b21044,Sinme_5055,SinmeB_4042
group_292,SM_b21696,Sinme_5038,SinmeB_4027
group_293,SM_b21697,Sinme_5037,SinmeB_4026
group_294,SM_b22009,Sinme_5036,SinmeB_4025
group_299,SM_b21101,Sinme_5017,SinmeB_3977
group_300,SM_b21116,Sinme_5003,SinmeB_3962
group_301,SM_b21129,Sinme_4992,SinmeB_3951
group_303,SM_b21239,Sinme_4960,SinmeB_3919
group_304,SM_b21244,Sinme_4955,SinmeB_3914
group_305,SM_b21257,Sinme_4942,SinmeB_3901
group_307,SM_b21268,Sinme_4932,SinmeB_3891
group_309,SM_b21281,Sinme_4920,SinmeB_3879
group_310,SM_b21156,Sinme_4882,SinmeB_3841
group_311,SM_b21339,Sinme_4792,SinmeB_3751
group_313,SM_b21378,Sinme_4755,SinmeB_3714
group_314,SM_b22013,Sinme_4719,SinmeB_3678
group_315,SM_b20998,Sinme_4594,SinmeB_3551
bacA-1,SM_b20999,Sinme_4593,SinmeB_3550
group_317,SM_b21676,Sinme_4579,SinmeB_3535
group_318,SM_b20857,Sinme_4567,SinmeB_3523
group_319,SM_b20883,Sinme_4541,SinmeB_3494
group_320,SM_b20884,Sinme_4540,SinmeB_3493
group_321,SM_b20921,Sinme_0837,SinmeB_1667
group_323,SM_b21400,Sinme_4497,SinmeB_5000
rmlC-1,SM_b21428,Sinme_4470,SinmeB_4968
group_325,SM_b21431,Sinme_4467,SinmeB_4965
glgB2-1,SM_b21447,Sinme_4456,SinmeB_4950
group_328,SM_b21452,Sinme_4451,SinmeB_4945
group_329,SM_b21455,Sinme_4448,SinmeB_4942
group_330,SM_b21467,Sinme_4437,SinmeB_4931
group_331,SM_b21472,Sinme_4432,SinmeB_4926
group_332,SM_b21473,Sinme_4431,SinmeB_4925
dapA3-1,SM_b21508,Sinme_4397,SinmeB_4890
group_334,SM_b20574,Sinme_4256,SinmeB_4749
group_335,SM_b20590,Sinme_4239,SinmeB_4733
ftsK2-1,SM_b20595,Sinme_4235,SinmeB_4729
group_338,SM_b20614,Sinme_4217,SinmeB_4708
group_339,SM_b22017,Sinme_4196,SinmeB_4692
group_341,SM_b21642,Sinme_4183,SinmeB_4679
emrE-1,SMc01523,Sinme_2462,SinmeB_2241
rph-1,SMc01144,Sinme_0009,SinmeB_0009
gshB1-1,SMc00419,Sinme_3668,SinmeB_3444
group_3588,SMc03154,Sinme_2939,SinmeB_2714
group_3589,SMc03236,Sinme_3137,SinmeB_2911
mttB-1,SMc04330,Sinme_1948,SinmeB_1790
group_3591,SMc02781,Sinme_3345,SinmeB_3120
group_3592,SMc01962,Sinme_2544,SinmeB_2324
rplW-1,SMc01307,Sinme_1151,SinmeB_0986
group_3594,SMa1840,Sinme_6221,SinmeB_5058
nthA-1,SMc01424,Sinme_2084,SinmeB_1928
group_3596,SM_b20250,Sinme_3923,SinmeB_4420
group_3597,SMc02709,Sinme_2417,SinmeB_2199
group_3598,SMc00978,Sinme_0581,SinmeB_0486
sqdD-1,SMc04081,Sinme_2801,SinmeB_2577
group_3600,SMc02221,Sinme_0170,SinmeB_0146
group_3601,SMc02711,Sinme_2419,SinmeB_2201
ndk-1,SMc00595,Sinme_0961,SinmeB_0790
mraY-1,SMc01863,Sinme_2159,SinmeB_2003
ubiA-1,SMc00988,Sinme_0571,SinmeB_0476
group_3605,SMc02866,Sinme_3518,SinmeB_3295
gpmB-1,SMc00006,Sinme_0606,SinmeB_0511
group_3607,SMc00584,Sinme_0951,SinmeB_0779
rspE-1,SMc04208,Sinme_2012,SinmeB_1855
group_3609,SMc00642,Sinme_2784,SinmeB_2560
ilvG-1,SMc04455,Sinme_2185,SinmeB_2029
secE-1,SMc01323,Sinme_1134,SinmeB_0969
group_3612,SMc00562,Sinme_0928,SinmeB_0756
proA-1,SMc03777,Sinme_3157,SinmeB_2931
group_3614,SM_b21111,Sinme_5008,SinmeB_3967
group_3615,SMc00467,Sinme_1711,SinmeB_1556
group_3616,SMc00969,Sinme_0590,SinmeB_0495
group_3617,SM_b21113,Sinme_5006,SinmeB_3965
group_3618,SMc03780,Sinme_3159,SinmeB_2933
group_3619,SMc01882,Sinme_2140,SinmeB_1984
group_3620,SM_b21441,Sinme_4462,SinmeB_4955
group_3621,SMc02505,Sinme_3083,SinmeB_2857
group_3622,SMc03890,Sinme_3269,SinmeB_3044
ftsQ-1,SMc01872,Sinme_2150,SinmeB_1994
group_3624,SMc00528,Sinme_1641,SinmeB_1486
eryA-1,SMc01623,Sinme_2215,SinmeB_2059
group_3626,SMc01130,Sinme_0023,SinmeB_0023
group_3627,SMc04440,Sinme_1999,SinmeB_1842
group_3628,SM_b20443,Sinme_3741,SinmeB_4237
group_3629,SMc04194,Sinme_1997,SinmeB_1840
pmbA-1,SMc00897,Sinme_0516,SinmeB_0420
coxO-1,SMc01984,Sinme_2567,SinmeB_2347
group_3632,SMc02046,Sinme_2521,SinmeB_2300
plsC-1,SMc01116,Sinme_0037,SinmeB_0037
prfC-1,SMc00427,Sinme_3676,SinmeB_3452
group_3635,SM_b20377,Sinme_3801,SinmeB_4297
tme-1,SMc01126,Sinme_0027,SinmeB_0027
guaA-1,SMc00394,Sinme_3643,SinmeB_3420
argB-1,SMc01726,Sinme_0071,SinmeB_0072
cobF-1,SMc03194,Sinme_2979,SinmeB_2754
lpsL-1,SMc02640,Sinme_0877,SinmeB_0705
group_3641,SMc02642,Sinme_0875,SinmeB_0703
group_3642,SMc01159,Sinme_3691,SinmeB_3467
trpB-1,SMc02766,Sinme_3359,SinmeB_3134
dppF1-1,SMc00790,Sinme_0438,SinmeB_0343
group_3645,SMc01456,Sinme_2117,SinmeB_1961
group_3646,SMc03866,Sinme_3246,SinmeB_3021
group_3647,SMc00778,Sinme_0426,SinmeB_0331
group_3648,SMc00876,Sinme_0537,SinmeB_0442
group_3649,SMc01589,Sinme_2378,SinmeB_2160
group_3650,SMc01586,Sinme_2376,SinmeB_2158
group_3651,SMc00878,Sinme_0535,SinmeB_0440
group_3652,SMc01579,Sinme_2190,SinmeB_2034
groEL4-1,SMc01758,Sinme_0993,SinmeB_0822
group_3654,SMc03820,Sinme_3199,SinmeB_2973
group_3655,SMc02354,Sinme_2632,SinmeB_2411
group_3656,SMa1666,Sinme_6101,SinmeB_6609
mak-1,SMc03109,Sinme_3037,SinmeB_2811
group_3658,SMc02356,Sinme_2634,SinmeB_2413
group_3659,SMc04361,Sinme_2053,SinmeB_1897
xthA3-1,SMc03818,Sinme_3197,SinmeB_2971
group_3664,SMc03843,Sinme_3223,SinmeB_2998
group_3665,SMc02795,Sinme_3331,SinmeB_3106
group_3666,SMc00501,Sinme_1670,SinmeB_1515
group_3667,SM_b20874,Sinme_4550,SinmeB_3503
group_3668,SMa1403,Sinme_5959,SinmeB_6279
group_3669,SMc02232,Sinme_0180,SinmeB_0156
dgkA-1,SMc04213,Sinme_1787,SinmeB_1632
group_3671,SMc00376,Sinme_3625,SinmeB_3402
soxD-1,SMc02607,Sinme_3415,SinmeB_3190
group_3673,SM_b20686,Sinme_4342,SinmeB_4834
ald-1,SMc01169,Sinme_1525,SinmeB_1367
coaA-1,SMc02567,Sinme_3380,SinmeB_3155
group_3676,SMa1717,Sinme_6141,SinmeB_6644
group_3677,SM_b20971,Sinme_4619,SinmeB_3576
group_3678,SMc01519,Sinme_2467,SinmeB_2246
group_3679,SMc00386,Sinme_3635,SinmeB_3412
group_3680,SMc02578,Sinme_3390,SinmeB_3165
group_3681,SMc00673,Sinme_2754,SinmeB_2530
truB-1,SMc00321,Sinme_3568,SinmeB_3345
metN-1,SMc03159,Sinme_2944,SinmeB_2719
group_3684,SMc04266,Sinme_1907,SinmeB_1748
group_3685,SMc03146,Sinme_3003,SinmeB_2777
group_3686,SMc01509,Sinme_2479,SinmeB_2258
sugE-1,SMc01278,Sinme_1179,SinmeB_1014
group_3688,SMc02424,Sinme_2650,SinmeB_2429
group_3689,SM_b21150,Sinme_4888,SinmeB_3847
group_3690,SMc00999,Sinme_1214,SinmeB_1044
smoM-1,SMc04251,Sinme_1892,SinmeB_1733
motA-1,SMc03022,Sinme_0348,SinmeB_0261
group_3693,SMc03005,Sinme_0330,SinmeB_0243
group_3694,SMc01562,Sinme_2359,SinmeB_2141
group_3695,SMc03998,Sinme_2837,SinmeB_2613
group_3696,SM_b20710,Sinme_4318,SinmeB_4811
btuC-1,SM_b20057,Sinme_4112,SinmeB_4607
group_3698,SMc02587,Sinme_3399,SinmeB_3174
group_3699,SMc01560,Sinme_2357,SinmeB_2139
group_3700,SM_b20091,Sinme_4076,SinmeB_4573
group_3701,SMc04253,Sinme_1894,SinmeB_1735
recN-1,SMc01877,Sinme_2145,SinmeB_1989
cspA1-1,SMc04318,Sinme_2033,SinmeB_1876
pldB-1,SMc04041,Sinme_2877,SinmeB_2653
moaB-1,SMc00863,Sinme_0550,SinmeB_0455
group_3706,SMc01628,Sinme_2220,SinmeB_2064
group_3707,SMc01411,Sinme_2069,SinmeB_1914
group_3708,SMc01580,Sinme_2371,SinmeB_2153
group_3709,SMc03095,Sinme_3052,SinmeB_2826
group_3710,SMc00689,Sinme_2739,SinmeB_2515
group_3711,SMc00603,Sinme_0969,SinmeB_0798
group_3712,SMc01558,Sinme_2355,SinmeB_2137
group_3713,SMc00902,Sinme_0511,SinmeB_0415
group_3714,SMc00049,Sinme_0697,SinmeB_0601
rnhA1-1,SMc00018,Sinme_0622,SinmeB_0527
group_3716,SMc00262,Sinme_1596,SinmeB_1439
group_3717,SMc01458,Sinme_2119,SinmeB_1963
ccmB-1,SMc03848,Sinme_3228,SinmeB_3003
group_3719,SMc04229,Sinme_1804,SinmeB_1650
prmA-1,SMc01472,Sinme_2133,SinmeB_1977
group_3721,SMc02687,Sinme_2394,SinmeB_2176
group_3722,SMc04344,Sinme_2044,SinmeB_1888
ccmD-1,SMc03850,Sinme_3230,SinmeB_3005
group_3724,SMc01460,Sinme_2121,SinmeB_1965
fur-1,SMc02510,Sinme_3078,SinmeB_2852
group_3726,SMc00116,Sinme_0699,SinmeB_0603
group_3727,SMc01836,Sinme_2517,SinmeB_2296
atpB-1,SMc00871,Sinme_0542,SinmeB_0447
group_3729,SMc01595,Sinme_2383,SinmeB_2165
pecM-1,SMc00381,Sinme_3630,SinmeB_3407
trkH-1,SMc00937,Sinme_1530,SinmeB_1372
group_3732,SMc00456,Sinme_0710,SinmeB_0614
group_3733,SMc03831,Sinme_3211,SinmeB_2985
group_3734,SM_b20482,Sinme_3709,SinmeB_4204
trpE-1,SMc02725,Sinme_2434,SinmeB_2213
group_3736,SMc00678,Sinme_2749,SinmeB_2525
exoY-1,SM_b20946,Sinme_4644,SinmeB_3600
