strain,coef,id,replicon,baseMean,log2FoldChange,lfcSE,pvalue,padj
1021,condition_camporegio_vs_blank,SMc01092,Chromosome,99.81843439962692,1.151114990708925,0.4820593135006279,0.0004133356404988661,0.002435367833043841
1021,condition_camporegio_vs_blank,SMc01721,Chromosome,1329.274615946418,1.0206777386942838,0.13930852461543286,3.776797923054486e-15,7.788494253518458e-14
1021,condition_camporegio_vs_blank,SMc01720,Chromosome,109.45941705007358,1.2885178800050283,0.33307988809343564,2.085055131810501e-06,1.905853096157599e-05
1021,condition_camporegio_vs_blank,SMc02178,Chromosome,226.88492109447688,-1.3994277851459012,0.30465581052883056,9.890559368628627e-08,1.0721112751507058e-06
1021,condition_camporegio_vs_blank,SMc02172,Chromosome,237.4042647469312,1.1436968503333191,0.25301914820581073,1.0862406733346029e-07,1.172446582090732e-06
1021,condition_camporegio_vs_blank,SMc02171,Chromosome,2191.6681936250466,1.1721812465221897,0.16156063938383305,6.370253106718605e-15,1.2875017534017324e-13
1021,condition_camporegio_vs_blank,SMc02156,Chromosome,20668.764099303422,-2.2265317114182968,0.2778148030799752,1.8652532739625103e-16,4.320744227767952e-15
1021,condition_camporegio_vs_blank,SMc02136,Chromosome,339.6605579003488,1.0048956522729195,0.2150471125709089,6.148149901151599e-08,6.900346116934083e-07
1021,condition_camporegio_vs_blank,SMc02229,Chromosome,619.2202200161822,1.6842055006130243,0.3436014279122922,4.267044635653457e-08,4.864430884644943e-07
1021,condition_camporegio_vs_blank,SMc02243,Chromosome,172.4327547014065,1.0838975447523234,0.3409471952330667,3.279989032864515e-05,0.00024469682887826006
1021,condition_camporegio_vs_blank,SMc02254,Chromosome,876.5472488060341,-3.4781717783606387,0.16355759723000904,2.070374443782699e-102,2.6257523883274083e-99
1021,condition_camporegio_vs_blank,SMc02255,Chromosome,1645.2659319182847,-3.1099279536720434,0.16143978300149292,3.024475295833986e-84,2.1918804536808283e-81
1021,condition_camporegio_vs_blank,SMc03004,Chromosome,52.97522104937941,3.0554296970327126,0.4119660132004167,4.707464492107546e-15,9.590749947173322e-14
1021,condition_camporegio_vs_blank,SMc03006,Chromosome,36.8614507037103,2.9105061652097493,0.7073789218626092,8.783609848983427e-07,8.313293426099424e-06
1021,condition_camporegio_vs_blank,SMc03007,Chromosome,177.6316612049347,2.647919821686908,0.5954800816482577,3.798644183780785e-07,3.741848921227169e-06
1021,condition_camporegio_vs_blank,SMc03008,Chromosome,17.232954760037938,1.56290868893871,0.7506235432367417,0.0006991960194645759,0.003893547098511299
1021,condition_camporegio_vs_blank,SMc03009,Chromosome,53.89697812533971,2.7389411349381403,0.3757429942954355,2.4453057303030003e-14,4.716743714763166e-13
1021,condition_camporegio_vs_blank,SMc03010,Chromosome,36.468065697346255,1.963174094905424,0.4478541162656318,5.962165881036364e-07,5.761155717047141e-06
1021,condition_camporegio_vs_blank,SMc03011,Chromosome,28.350336970136446,1.213380365442031,0.5448115498797268,0.0006218250480113491,0.003501130375762013
1021,condition_camporegio_vs_blank,SMc03012,Chromosome,33.01989110406325,1.3316717769285469,0.5471698589662891,0.0003149606633456111,0.001908955131603686
1021,condition_camporegio_vs_blank,SMc03014,Chromosome,386.60115890204634,3.5232745084899344,0.4722336762201337,9.499133630700773e-16,2.059363457630129e-14
1021,condition_camporegio_vs_blank,SMc03017,Chromosome,106.13298438143929,1.1102870748717262,0.3468277514937766,2.928710864046325e-05,0.0002214210165917587
1021,condition_camporegio_vs_blank,SMc03019,Chromosome,184.4026086842142,3.008690628083669,0.5077578637376703,1.2454962488403678e-10,1.8314210059035324e-09
1021,condition_camporegio_vs_blank,SMc03020,Chromosome,149.1050886627249,2.8388509162947413,0.29283781700160666,2.0753463968227292e-23,7.741347258148315e-22
1021,condition_camporegio_vs_blank,SMc03021,Chromosome,135.00619080823398,3.156479350422467,0.548346829704772,2.368384791658749e-10,3.4133000136604637e-09
1021,condition_camporegio_vs_blank,SMc03022,Chromosome,228.45813291717343,3.391815679700217,0.6840873254564321,9.066224770556361e-09,1.1217794697812784e-07
1021,condition_camporegio_vs_blank,SMc03023,Chromosome,193.10465935414769,3.4953210625834146,0.7726747138792759,4.955729159081799e-08,5.611699558933474e-07
1021,condition_camporegio_vs_blank,SMc03024,Chromosome,118.55330680194409,4.219574894465844,0.35447032772376114,1.3652007054235374e-35,9.893804540876579e-34
1021,condition_camporegio_vs_blank,SMc03025,Chromosome,114.21589994399628,3.644003833824292,0.3370510405927506,2.1651769503834864e-29,1.0875190761678642e-27
1021,condition_camporegio_vs_blank,SMc03026,Chromosome,53.63930665259605,3.293256806572012,0.3984280224519605,2.9406182250041987e-18,7.851450660761212e-17
1021,condition_camporegio_vs_blank,SMc03027,Chromosome,172.01736847249146,3.5521984932774417,0.6901665292404604,2.3095010741286507e-09,3.0750915876783846e-08
1021,condition_camporegio_vs_blank,SMc03028,Chromosome,115.06889681401228,4.309084371601527,0.39160116532284894,3.6360941631822277e-31,2.0270226032773006e-29
1021,condition_camporegio_vs_blank,SMc03029,Chromosome,35.749535613155494,3.473795618408922,0.5393935039753691,1.4948407977332466e-12,2.4701392074595308e-11
1021,condition_camporegio_vs_blank,SMc03030,Chromosome,379.27561855347824,3.5442200563052237,0.4121025919006403,8.149324612346447e-20,2.417632968329446e-18
1021,condition_camporegio_vs_blank,SMc03031,Chromosome,80.71693388022679,3.5398625216712465,0.3579728539272187,4.695013886017817e-25,1.846341507268867e-23
1021,condition_camporegio_vs_blank,SMc03032,Chromosome,283.0467960295811,3.0066391157061814,0.5609934523803921,3.0130282295362363e-09,3.939456754751889e-08
1021,condition_camporegio_vs_blank,SMc03033,Chromosome,73.55870802811927,3.3842930858967506,0.3665650811327968,4.2747244959530125e-22,1.4752161474809274e-20
1021,condition_camporegio_vs_blank,SMc03034,Chromosome,123.796681997283,3.5265163155532115,0.3227732871909722,8.837608075622727e-30,4.528604622993341e-28
1021,condition_camporegio_vs_blank,SMc03035,Chromosome,74.65655984659547,3.2499439382221538,0.3810152934182772,3.4877058075752496e-19,9.939961551589464e-18
1021,condition_camporegio_vs_blank,SMc03037,Chromosome,3262.847238294206,2.217387599302299,0.18274212805407505,1.3315499036329178e-34,8.550572988771889e-33
1021,condition_camporegio_vs_blank,SMc03038,Chromosome,345.1783191274102,1.8795938053225072,0.2495404728211505,7.324432014195215e-15,1.4628678585831625e-13
1021,condition_camporegio_vs_blank,SMc03039,Chromosome,473.65979500151536,2.2285208111131305,0.32044679795656955,5.299724347203082e-13,9.270862625296977e-12
1021,condition_camporegio_vs_blank,SMc03040,Chromosome,186.86798639232518,2.3191939989911403,0.2842796356277891,5.3259799773940494e-17,1.3052510350396141e-15
1021,condition_camporegio_vs_blank,SMc03041,Chromosome,39.17062144834146,3.481604047035397,0.5043955877334674,6.341583652399442e-14,1.1698492315862682e-12
1021,condition_camporegio_vs_blank,SMc03042,Chromosome,158.5755635118226,3.67084507342122,0.32515496290917983,9.536254644147744e-32,5.560622966639255e-30
1021,condition_camporegio_vs_blank,SMc03043,Chromosome,78.03527433057442,3.203673664305313,0.3590940899960615,1.2329242981196391e-20,3.827861811147388e-19
1021,condition_camporegio_vs_blank,SMc03044,Chromosome,156.10690997221454,3.467286202958709,0.3734475289915468,2.06006351797144e-22,7.2073808459787e-21
1021,condition_camporegio_vs_blank,SMc03045,Chromosome,25.44390479317828,4.207548730291611,0.7891515194122289,1.3998544817735428e-10,2.046530774074116e-09
1021,condition_camporegio_vs_blank,SMc03046,Chromosome,491.53148599546216,2.686421543224243,0.32048602817973765,4.6355597465003575e-18,1.224801801770641e-16
1021,condition_camporegio_vs_blank,SMc03047,Chromosome,1506.0049560155142,3.0555467797922415,0.1973073748743196,1.499851695031157e-55,3.3081511516926357e-53
1021,condition_camporegio_vs_blank,SMc03048,Chromosome,559.3405382273301,2.579430688630082,0.2094473232628483,8.085414178334467e-36,6.0319567833368755e-34
1021,condition_camporegio_vs_blank,SMc03049,Chromosome,540.1104582656943,2.592020066661806,0.5571679962574261,1.7509180949811235e-07,1.8428231319168548e-06
1021,condition_camporegio_vs_blank,SMc03050,Chromosome,361.12231472377334,2.7100674374787634,0.3712885587956026,2.406167101194775e-14,4.658964009298127e-13
1021,condition_camporegio_vs_blank,SMc03051,Chromosome,313.37666721230136,2.9270307571075445,0.2619656948811945,2.8741783244603446e-30,1.5188236083320135e-28
1021,condition_camporegio_vs_blank,SMc03052,Chromosome,251.11547892318114,2.733258941606044,0.5460671048074732,2.96906456308262e-08,3.4785368426138865e-07
1021,condition_camporegio_vs_blank,SMc03054,Chromosome,157.93058173311732,2.95133122481646,0.5883450809811981,1.9131555565055893e-08,2.283632503094789e-07
1021,condition_camporegio_vs_blank,SMc03071,Chromosome,124.44611826171592,2.235437579297479,0.31116438426501325,1.0422941200329614e-13,1.9019993060889263e-12
1021,condition_camporegio_vs_blank,SMc03072,Chromosome,36.291078559305774,2.3478160143856246,0.4431052545817889,1.0632812232199385e-08,1.2997652157577706e-07
1021,condition_camporegio_vs_blank,SMc03057,Chromosome,71.11530655004853,2.6215211824051003,0.3526798950701626,1.040421079978824e-14,2.0537183419192897e-13
1021,condition_camporegio_vs_blank,SMc00765,Chromosome,108.70638947605292,1.5072666739681388,0.3242866225014548,9.536926529818824e-08,1.0404479201241054e-06
1021,condition_camporegio_vs_blank,SMc00801,Chromosome,30.032574913983694,-2.1285663611053662,0.45025456250073415,1.5695283484551757e-07,1.6657358392705244e-06
1021,condition_camporegio_vs_blank,SMc00815,Chromosome,379.8708657208049,1.4341156540247684,0.2515167048602291,3.4486779773622684e-10,4.886911558424243e-09
1021,condition_camporegio_vs_blank,SMc00821,Chromosome,54.50903099563064,2.505598107849181,0.4299994608919025,5.375041128212377e-10,7.491094407533348e-09
1021,condition_camporegio_vs_blank,SMc00830,Chromosome,1449.5234942637876,-1.0722187313307874,0.19912869099112696,1.2358907115611547e-09,1.685396123588639e-08
1021,condition_camporegio_vs_blank,SMc00913,Chromosome,22409.6931690167,2.68792943262446,0.2203158462132148,2.7024710275048076e-35,1.878032263360533e-33
1021,condition_camporegio_vs_blank,SMc00912,Chromosome,1895.5681786283524,3.2630142515408846,0.31313841720172225,4.4483190683729396e-27,1.9795019854259587e-25
1021,condition_camporegio_vs_blank,SMc00908,Chromosome,613.7215621803592,1.1297545835097231,0.16080616459648328,3.24635578420394e-14,6.099541812320958e-13
1021,condition_camporegio_vs_blank,SMc00888,Chromosome,70.81244426469448,2.7887124472406337,0.37158173999930144,4.402449825724017e-15,9.005495147539491e-14
1021,condition_camporegio_vs_blank,SMc00992,Chromosome,174.06160156445026,1.1113698447922058,0.30121395394045064,4.449254315957112e-06,3.864908757679868e-05
1021,condition_camporegio_vs_blank,SMc00991,Chromosome,164.9415800530534,1.0193768090566286,0.2809595406732924,6.561130670452785e-06,5.5474359818678296e-05
1021,condition_camporegio_vs_blank,SMc00986,Chromosome,280.63014041339216,3.977060291952355,0.5526237084772276,1.7917756996604625e-15,3.8191924892342555e-14
1021,condition_camporegio_vs_blank,SMc00980,Chromosome,728.2989685181485,-1.1377948501904342,0.17221520720878222,6.084668241048069e-13,1.0607395871765242e-11
1021,condition_camporegio_vs_blank,SMc00978,Chromosome,33.468242407037394,1.2560254346798434,0.509898651588882,0.00030155514972620887,0.001838689031924348
1021,condition_camporegio_vs_blank,SMc00977,Chromosome,173.45299908276385,1.3743777505588233,0.2395162297621473,2.3491715372359946e-10,3.3952556149282625e-09
1021,condition_camporegio_vs_blank,SMc00975,Chromosome,143.3370350235159,2.3643810340994533,0.9200795423501092,0.00010489492171336682,0.0007020210261898548
1021,condition_camporegio_vs_blank,SMc00084,Chromosome,248.44941295726738,-1.7304747365512445,0.23482743180030274,1.8237698001566502e-14,3.5721946703454385e-13
1021,condition_camporegio_vs_blank,SMc00092,Chromosome,330.9077704549664,-1.8837450717575244,0.2596801365440107,5.657353416683202e-14,1.0474362730961272e-12
1021,condition_camporegio_vs_blank,SMc00097,Chromosome,151.31886897377845,1.1718885671991064,0.3240567007276133,5.729614363747495e-06,4.909853660015378e-05
1021,condition_camporegio_vs_blank,SMc00040,Chromosome,625.2628300057843,-1.3659725707572388,0.14248643051034818,3.1852649280430494e-23,1.1542034985687424e-21
1021,condition_camporegio_vs_blank,SMc00105,Chromosome,500.7353077283107,1.3639261187627416,0.2439927012370057,5.325448720304836e-10,7.462983800581889e-09
1021,condition_camporegio_vs_blank,SMc00045,Chromosome,87.34525720380215,-1.2369780076088652,0.30346840355186216,8.417914989659189e-07,8.012023028619336e-06
1021,condition_camporegio_vs_blank,SMc00062,Chromosome,347.4082093688845,-1.2876410016764048,0.2499819447162837,4.974818785618142e-09,6.341019019960008e-08
1021,condition_camporegio_vs_blank,SMc02376,Chromosome,71.82425789591862,1.0534871019122791,0.3722859046132128,0.00011583151398811997,0.0007721593567171256
1021,condition_camporegio_vs_blank,SMc02382,Chromosome,512.8493508369306,1.1559803812971574,0.35729810223069314,2.478804269820998e-05,0.00019024166506508204
1021,condition_camporegio_vs_blank,SMc02601,Chromosome,449.91660863881333,1.1535871448158286,0.19992693755729626,1.2795162688219025e-10,1.876007523622403e-09
1021,condition_camporegio_vs_blank,SMc02545,Chromosome,164.55632554076456,2.512521749336406,0.3624670526229302,4.682861241307634e-13,8.220122864067e-12
1021,condition_camporegio_vs_blank,SMc00565,Chromosome,519.0379630056857,2.3142572899930562,0.1626382904189547,1.0054513620045244e-46,1.34227756827604e-44
1021,condition_camporegio_vs_blank,SMc00566,Chromosome,83.3387450567716,1.0633170860846202,0.5239439323777786,0.001297574538414466,0.006842615003509964
1021,condition_camporegio_vs_blank,SMc00567,Chromosome,206.7928199138204,1.6813305026766157,0.2941130481426017,6.500746359438004e-10,9.035146926418903e-09
1021,condition_camporegio_vs_blank,SMc00568,Chromosome,321.62481847693795,1.099057212399681,0.21468926229857446,5.214098467824984e-09,6.612780381819036e-08
1021,condition_camporegio_vs_blank,SMc00591,Chromosome,68.61124470042762,1.2688043836647542,0.3973879195297121,2.7676879429047028e-05,0.00021050196303381647
1021,condition_camporegio_vs_blank,SMc00620,Chromosome,281.4231012693824,1.603324316870569,0.19270656971945813,7.51687429766678e-18,1.9555437595930039e-16
1021,condition_camporegio_vs_blank,SMc01756,Chromosome,532.3236361923265,1.2893065838950282,0.2264121236816142,2.43214414328001e-10,3.485386225666523e-09
1021,condition_camporegio_vs_blank,SMc01766,Chromosome,1504.8682866046634,-1.3172263836353064,0.17561579074498104,1.524305614223836e-15,3.262785814750008e-14
1021,condition_camporegio_vs_blank,SMc01774,Chromosome,243.6223572984151,-1.892805911877246,0.23984950100583105,4.734053954903988e-16,1.0487273237217435e-14
1021,condition_camporegio_vs_blank,SMc01804,Chromosome,1570.7291445946685,1.1667869589132411,0.15247112876074062,3.102541331995159e-16,6.964244326199753e-15
1021,condition_camporegio_vs_blank,SMc01907,Chromosome,2795.960625230276,1.152601685146324,0.13576928284453074,3.188350925130935e-19,9.138137990502393e-18
1021,condition_camporegio_vs_blank,SMc01333,Chromosome,435.2965912093288,1.4793213211391918,0.19325882242030112,9.158784569605523e-16,1.9940993185239844e-14
1021,condition_camporegio_vs_blank,SMc01321,Chromosome,935.4898585657953,1.4652770954705612,0.3228151359692337,1.4422211943119436e-07,1.5435417972034787e-06
1021,condition_camporegio_vs_blank,SMc01320,Chromosome,1282.5162549838435,1.2284008949431942,0.1571703145660495,9.9182209405631e-17,2.362212902886225e-15
1021,condition_camporegio_vs_blank,SMc01319,Chromosome,3311.481346201389,1.712236336504376,0.12498093446515612,1.9095462569383906e-43,2.2016200366928308e-41
1021,condition_camporegio_vs_blank,SMc01318,Chromosome,1394.5040987790564,1.9291023821557307,0.11989970133859447,7.316527973176625e-59,2.1833380239955903e-56
1021,condition_camporegio_vs_blank,SMc01314,Chromosome,433.37077763461394,1.3020865203628145,0.19051405519313053,1.7863031170464594e-13,3.202090357871621e-12
1021,condition_camporegio_vs_blank,SMc01313,Chromosome,804.0229291370086,1.8889366453110927,0.2189059150052476,1.0811082677839192e-18,2.9806860013412086e-17
1021,condition_camporegio_vs_blank,SMc01312,Chromosome,4865.161353223944,1.7255496119600056,0.12818697709229934,5.0612773821486736e-42,5.349137533258379e-40
1021,condition_camporegio_vs_blank,SMc01310,Chromosome,265.79866633711816,1.8174790359610358,0.26118128665803186,4.0347893221387847e-13,7.131876735613263e-12
1021,condition_camporegio_vs_blank,SMc01309,Chromosome,1040.9451746991201,1.505077599256296,0.11667815815356565,4.0462007426630996e-39,3.732068430459983e-37
1021,condition_camporegio_vs_blank,SMc01308,Chromosome,1338.5246389781787,1.6190578396364008,0.1103509776847644,1.4971142502182662e-49,2.3014729064718988e-47
1021,condition_camporegio_vs_blank,SMc01307,Chromosome,483.3472649732737,1.855226411859028,0.17869495295674812,5.894911494566607e-26,2.471478182804661e-24
1021,condition_camporegio_vs_blank,SMc01306,Chromosome,2080.0316551745864,1.60844756598262,0.11050118460642047,7.89774269422403e-49,1.178389667288192e-46
1021,condition_camporegio_vs_blank,SMc01305,Chromosome,484.5265215592112,1.7832692866545492,0.22026066980044293,7.78778091767606e-17,1.881305361684317e-15
1021,condition_camporegio_vs_blank,SMc01304,Chromosome,1213.0092076393908,1.7216219376691198,0.16169697014389248,2.886211168295753e-27,1.2957300227225094e-25
1021,condition_camporegio_vs_blank,SMc01303,Chromosome,1976.0837248555392,1.3143307340288162,0.10658684348050873,1.9691121010110983e-36,1.5856040775284598e-34
1021,condition_camporegio_vs_blank,SMc01302,Chromosome,1660.6084940479175,1.4145060773529623,0.1454890391169421,1.0860413829498738e-23,4.1115581609736646e-22
1021,condition_camporegio_vs_blank,SMc01301,Chromosome,421.6542731956093,1.5375862971177732,0.17238949799412445,3.385091620999862e-20,1.0344921562248375e-18
1021,condition_camporegio_vs_blank,SMc01300,Chromosome,225.73698161295968,1.5123649222689934,0.20353828893564227,5.641589879069134e-15,1.1447914182607086e-13
1021,condition_camporegio_vs_blank,SMc01299,Chromosome,1123.001450483186,1.1693803212298288,0.14445467446793436,9.048337749309863e-18,2.318293808194391e-16
1021,condition_camporegio_vs_blank,SMc01298,Chromosome,573.2997644957942,1.2519446318261775,0.1429520661075539,4.034425501305956e-20,1.2255473394086894e-18
1021,condition_camporegio_vs_blank,SMc01297,Chromosome,1254.3493471363645,1.2316002773887578,0.1444395289779793,2.819947556478641e-19,8.128178382963721e-18
1021,condition_camporegio_vs_blank,SMc01296,Chromosome,317.6924348210908,1.4421215239894842,0.18325607356489307,1.482495544651896e-16,3.449862338540857e-15
1021,condition_camporegio_vs_blank,SMc01295,Chromosome,699.564227360079,1.4406836406477903,0.15820657561541526,4.0798084424916785e-21,1.3267223223564283e-19
1021,condition_camporegio_vs_blank,SMc01294,Chromosome,1884.6021483773752,1.5931360407904196,0.1286078600630878,3.796801614471394e-36,2.9183597863959675e-34
1021,condition_camporegio_vs_blank,SMc01293,Chromosome,706.1305643962038,1.5206147041706346,0.13692278392498594,9.906792111788298e-30,5.025715638310204e-28
1021,condition_camporegio_vs_blank,SMc01292,Chromosome,1410.5006660584204,1.119190274379995,0.13220546708557526,3.7449456415049357e-19,1.061346884880142e-17
1021,condition_camporegio_vs_blank,SMc01291,Chromosome,194.24394394583408,1.6159622086657464,0.35110505765879346,1.463324494434915e-07,1.562830560056489e-06
1021,condition_camporegio_vs_blank,SMc01290,Chromosome,1353.9125984536736,1.1313251778085611,0.12996998745701288,4.737789778209561e-20,1.422177961234148e-18
1021,condition_camporegio_vs_blank,SMc01283,Chromosome,1085.5654627572594,1.0824486738924397,0.17468222315588805,9.137798344618868e-12,1.4351718576548453e-10
1021,condition_camporegio_vs_blank,SMc01268,Chromosome,145.1399028626947,1.2870620200780265,0.3066543614466591,5.118701454374009e-07,4.984102203078566e-06
1021,condition_camporegio_vs_blank,SMc01267,Chromosome,3548.801526098161,-1.1086265991588289,0.1706128666150187,1.2569840245010223e-12,2.1114834292363198e-11
1021,condition_camporegio_vs_blank,SMc01266,Chromosome,646.2763929022898,-1.529818741083032,0.16762214567732034,5.064549677279083e-21,1.6364624530469293e-19
1021,condition_camporegio_vs_blank,SMc01265,Chromosome,487.18339365483916,-1.1957294619135503,0.2012954153091435,4.745696152875481e-11,7.165153745100391e-10
1021,condition_camporegio_vs_blank,SMc01016,Chromosome,216.253988116668,-1.6188078805564952,0.2171850038929502,7.042885178973066e-15,1.4177998616242206e-13
1021,condition_camporegio_vs_blank,SMc01022,Chromosome,667.8161755521984,-1.4757692284187849,0.17781266486201258,5.3265435490189235e-18,1.4000805919260622e-16
1021,condition_camporegio_vs_blank,SMc01053,Chromosome,260.36783562357124,-1.5092529346767605,0.4577580249218933,2.0849604370460158e-05,0.0001627231430328375
1021,condition_camporegio_vs_blank,SMc02111,Chromosome,5987.985549571201,-1.0265887309679502,0.1670620250263416,1.3683625228302722e-11,2.1293567724901745e-10
1021,condition_camporegio_vs_blank,SMc02101,Chromosome,1869.9496407592355,1.2878500971507596,0.14459965378874556,1.237471588859002e-20,3.827861811147388e-19
1021,condition_camporegio_vs_blank,SMc02100,Chromosome,997.3257778436388,1.5423270605369837,0.1504415436431648,9.91488639192756e-26,4.0892860704267075e-24
1021,condition_camporegio_vs_blank,SMc02061,Chromosome,39.09116540619203,2.2461306475046,0.4288324026068133,1.4910488317218278e-08,1.7966961338063746e-07
1021,condition_camporegio_vs_blank,SMc02054,Chromosome,17.388391630587527,2.270848953985356,0.7112886189244881,2.878956664714225e-05,0.00021798428597157108
1021,condition_camporegio_vs_blank,SMc02050,Chromosome,2588.985646085344,1.0170711401879464,0.12394382572498805,3.53704823079442e-18,9.394474175298478e-17
1021,condition_camporegio_vs_blank,SMc02049,Chromosome,5349.385366713692,-1.0805407180763356,0.15375507252754025,3.184707747818374e-14,6.005956284268628e-13
1021,condition_camporegio_vs_blank,SMc01242,Chromosome,7402.615187420316,-3.813058711575784,0.2279838862582168,2.913308178412284e-65,1.0556580277918227e-62
1021,condition_camporegio_vs_blank,SMc01175,Chromosome,48.19556854374989,-1.1237518831253006,0.4238190050463279,0.00018854138917326279,0.0012091914883387634
1021,condition_camporegio_vs_blank,SMc00943,Chromosome,1328.9452925980588,-1.8774608698108264,0.1756931941743542,2.427556003104361e-27,1.0995528217632522e-25
1021,condition_camporegio_vs_blank,SMc00506,Chromosome,293.3191834633392,-1.1004618402659505,0.19734452766932584,4.017590107302094e-10,5.6614540595398676e-09
1021,condition_camporegio_vs_blank,SMc00494,Chromosome,99.78029092484068,1.0957937385741487,0.2883868658212191,2.8728621396089032e-06,2.556847304251924e-05
1021,condition_camporegio_vs_blank,SMc00467,Chromosome,343.12138543391524,1.0371815150896009,0.2058845913700489,8.742680188310945e-09,1.0870494263554272e-07
1021,condition_camporegio_vs_blank,SMc00168,Chromosome,1383.125427227579,-2.350488370966469,0.1222998172628091,3.8994158227581524e-83,2.4727170586065137e-80
1021,condition_camporegio_vs_blank,SMc00147,Chromosome,40.46083294388543,1.4140567380846465,0.5375935160854812,0.0001711752727854234,0.001107617549541394
1021,condition_camporegio_vs_blank,SMc00137,Chromosome,160.8524731643499,-2.419458611743341,0.2648308918945945,9.236608844250319e-21,2.928582291680117e-19
1021,condition_camporegio_vs_blank,SMc04236,Chromosome,343.39239092942137,-3.983020405349503,0.2321544859416091,1.0932075259132767e-68,4.621534815798375e-66
